2683,3.5
68135,4.0
2762,3.0
71254,3.0
2987,4.0
87430,3.0
3254,3.5
86833,4.0
3438,3.5
86898,2.5
3809,4.5
89804,4.5
3977,3.0
1049,4.0
4155,2.5
1957,4.5
4388,3.5
4973,4.5
4816,3.0
1831,3.5
4874,1.5
1968,3.5
5459,4.0
2422,1.5
5995,4.0
4571,3.5
6218,3.0
4700,2.0
6377,3.5
7387,5.0
6541,3.0
53519,4.0
6953,1.5
56174,4.0
7458,3.5
64957,4.5
8528,3.5
64969,4.5
8622,3.5
74789,4.0
8636,3.5
76251,5.0
8961,3.5
79057,4.0
31696,4.0
79132,5.0
32587,3.5
80219,3.0
34162,3.5
2687,5.0
42738,5.0
2991,3.5
44972,2.5
4467,3.0
52722,3.0
2020,4.0
55995,2.0
2641,4.0
57640,3.5
3039,4.5
60037,1.5
3260,4.0
69122,5.0
50,5.0
69844,2.0
2395,4.0
70286,2.5
3022,3.0
72378,2.0
3751,3.5
73321,1.5
4011,4.0
86644,3.5
4016,4.5
2,4.0
4027,5.0
165,4.5
8784,2.0
277,3.0
71264,4.5
318,4.5
72011,3.0
333,5.0
79132,5.0
344,3.5
88744,3.5
364,5.0
1252,4.0
367,2.5
1304,4.0
593,3.5
2467,3.0
912,3.5
2901,3.0
923,3.5
7566,4.0
1517,2.5
39183,3.5
1573,2.0
62526,3.5
1721,4.0
79318,3.0
2000,4.0
80219,2.5
2797,5.0
86320,4.0
2858,1.0
86347,3.5
2959,3.5
86833,3.0
3114,5.0
1918,4.5
3717,5.0
2916,5.0
4370,2.5
4673,4.0
4816,4.0
1197,4.0
4963,5.0
1974,0.5
5110,4.0
2959,4.0
6365,1.5
110,2.5
6708,4.0
1089,3.5
6934,4.5
1230,4.5
7153,5.0
1258,4.0
7293,4.5
3535,3.5
8361,3.0
4014,2.0
8464,4.0
4018,2.5
8874,3.0
4367,2.5
33660,5.0
4720,4.0
33836,3.0
5995,3.5
34150,4.5
6874,4.5
34162,5.0
26151,3.5
43936,3.0
26347,3.5
44191,2.5
32587,3.5
44195,4.0
41566,3.0
45431,4.5
50802,2.5
45672,2.5
51575,3.5
47099,4.5
55820,4.0
49130,4.0
56367,4.5
49396,2.0
56757,2.5
51662,3.5
64575,2.5
54997,5.0
64957,1.0
56775,3.0
70862,5.0
56805,4.0
80864,2.5
56941,1.0
81819,3.0
59784,5.0
293,4.0
61323,2.5
2208,3.5
69757,4.0
5782,3.5
70334,1.0
6101,4.0
72998,4.5
7419,4.0
81845,5.0
26939,3.0
84954,5.0
59026,4.5
107,3.5
60336,4.0
2145,2.0
64501,4.0
2596,3.0
5,3.0
2761,5.0
88,4.5
2959,5.0
261,4.5
5325,1.5
262,4.5
8784,4.5
374,3.5
30803,4.0
520,4.0
44665,4.0
562,4.0
53123,4.0
594,3.5
66665,3.5
892,5.0
77455,5.0
914,5.0
77854,4.5
919,3.5
79702,4.5
1013,4.5
81564,3.0
1029,4.5
2,4.0
1282,4.5
13,3.0
2046,4.5
34,3.0
2080,4.0
75,3.0
2088,4.0
88,4.0
2096,5.0
93,4.0
2353,3.5
95,3.5
2717,4.0
157,3.0
3247,4.5
175,2.5
3300,4.0
231,4.0
4214,4.5
296,5.0
4299,3.5
333,5.0
4639,3.0
338,4.0
5617,3.5
355,3.5
6385,4.5
419,3.5
6867,3.0
450,4.0
8361,4.0
574,4.0
41569,4.0
600,4.0
45950,3.5
608,3.5
54259,3.5
662,3.5
60487,4.5
663,4.5
71156,4.0
724,3.5
78772,1.0
780,5.0
47,4.5
801,3.5
165,4.0
832,3.5
480,5.0
840,3.5
593,4.5
858,5.0
608,4.0
886,3.0
1089,4.5
904,4.0
1136,4.0
1023,4.5
1240,4.5
1025,5.0
1680,3.5
1042,3.0
2997,5.0
1198,4.5
44555,5.0
1223,4.0
1347,0.5
1228,3.5
1373,4.5
1302,2.5
1374,4.5
1396,4.0
1569,3.0
1425,4.0
2140,2.5
1441,3.5
2161,2.0
1590,3.5
2605,3.5
1644,3.5
6935,4.0
1792,4.0
58559,4.0
1883,3.5
60069,2.5
1982,3.5
76173,5.0
2003,3.5
81591,4.0
2005,4.0
82459,4.5
2011,5.0
85788,2.5
2048,4.0
362,3.5
2060,4.5
1206,4.5
2093,4.0
1909,4.0
2145,3.5
2761,4.0
2150,3.5
48394,4.5
2311,4.0
48780,3.5
2325,4.5
74458,3.5
2353,3.5
1,4.5
2355,4.0
3,3.5
2505,3.5
88,5.0
2530,4.0
153,3.0
2572,3.5
173,3.5
2597,3.5
296,4.5
2605,2.5
329,4.5
2642,3.0
344,4.5
2643,2.5
368,3.0
2717,5.0
471,4.5
2772,3.5
546,5.0
2985,4.0
587,4.5
3087,4.5
588,4.5
3105,4.0
673,2.0
3173,3.0
818,3.0
3258,3.5
968,5.0
3397,4.0
1059,4.0
3424,4.0
1240,5.0
3448,4.5
1320,4.5
3524,4.0
1391,4.5
3697,3.5
1407,3.0
3703,4.0
1591,4.0
3791,4.0
1665,3.5
3827,3.5
1690,4.5
3852,4.0
1777,2.5
3886,3.5
1882,1.5
3948,4.0
1884,4.5
3959,5.0
1954,4.0
4002,4.0
1967,4.0
4040,3.5
2145,4.0
4079,4.0
2167,4.5
4090,4.5
2189,4.0
4128,3.0
2560,4.0
4149,4.5
2571,4.5
4247,3.5
2772,3.0
4317,3.5
2840,3.5
4450,2.0
3255,4.5
4462,3.5
3264,4.5
4662,3.5
3477,3.0
4670,3.5
3535,5.0
4745,3.5
3608,4.5
4848,4.0
3745,3.0
4979,4.5
3863,3.5
5254,3.0
4218,5.0
5266,3.5
4489,4.0
5452,3.0
4728,3.5
5481,4.0
4929,3.5
5650,3.0
4979,4.0
5666,4.0
4995,3.0
5879,2.5
5568,3.5
6104,4.0
5673,3.5
6297,3.5
7361,3.5
6424,3.5
7451,3.5
6534,2.0
8376,3.5
6625,3.5
8665,3.0
6863,2.0
8874,4.0
6966,3.5
27482,4.0
7163,4.5
32587,4.0
7228,3.5
33615,3.5
7366,4.5
34542,4.5
7647,4.0
38886,3.5
7790,3.5
40819,3.0
7845,4.0
44788,4.0
8015,5.0
45728,2.5
8512,4.0
59731,4.0
8622,3.5
64614,5.0
8807,4.0
86668,5.0
8869,2.5
353,3.5
8910,4.5
1408,3.5
26539,4.0
1566,3.0
26555,4.0
1625,3.5
26828,3.5
1645,3.0
31696,3.0
1704,3.5
32587,4.5
3275,4.0
34162,4.5
3793,3.5
36529,4.0
4823,3.0
44972,3.5
4896,3.5
45668,3.5
4993,4.5
48385,4.0
5952,5.0
51088,3.5
5989,3.0
52227,3.0
6873,2.0
52717,3.5
7147,4.0
53956,4.5
7293,2.0
53993,3.0
8950,3.5
55620,4.0
8961,2.5
56848,4.0
60072,3.5
58025,2.5
161,4.0
59784,3.5
26322,3.0
62434,4.5
79242,1.0
64614,3.5
81845,4.0
64969,4.0
86332,4.0
67695,2.5
1213,3.5
68941,3.5
344,0.5
69844,4.0
345,5.0
71106,4.0
377,1.0
72378,3.0
541,4.5
73929,2.5
585,0.5
74275,4.0
590,0.5
74458,4.0
608,4.5
75425,0.5
858,5.0
77561,3.0
1222,4.5
79695,2.5
2012,4.5
80463,4.0
2571,4.0
81834,4.0
2617,3.5
81845,4.0
2716,4.0
83976,4.0
2918,3.0
84772,4.0
3545,4.5
86298,3.5
3578,2.0
86345,4.5
4226,3.5
86377,4.5
8973,5.0
88125,4.0
48394,5.0
88697,4.0
1208,4.5
4085,2.5
3863,2.5
6991,1.5
4979,4.0
1,3.5
6286,4.5
147,4.5
44191,3.0
216,3.5
48385,3.5
597,4.0
55830,4.0
780,3.5
56079,4.0
1485,3.5
60684,3.5
1923,3.5
61323,4.0
2123,3.0
71205,4.0
2291,4.5
253,2.0
2338,2.5
296,4.0
2420,3.5
364,1.5
2648,4.0
1653,2.0
2942,3.5
2003,2.0
3545,4.0
2019,3.0
3988,2.5
2953,1.0
4388,2.5
3198,2.0
5349,3.5
3300,1.5
6155,3.0
4022,2.0
6218,3.0
4643,0.5
6863,3.5
6193,3.0
8360,4.0
6708,3.0
45447,2.5
6710,4.0
53125,3.0
6863,2.5
54272,4.0
6870,3.0
55052,5.0
7090,3.5
55768,3.5
7285,2.0
69122,5.0
8014,2.5
69757,4.5
8665,2.0
1242,2.5
8949,3.5
8810,3.5
27266,4.0
586,2.5
27866,4.0
2028,4.5
27869,3.0
5952,4.0
34048,1.5
55247,5.0
39234,5.0
55267,4.5
42632,4.0
59315,3.0
51063,3.0
63082,4.0
51540,1.0
741,2.5
53125,0.5
2571,4.0
53519,3.0
5989,3.5
54503,3.5
55721,4.0
58492,4.0
79132,4.0
58998,2.0
84152,4.5
60950,4.0
215,4.5
61250,1.5
903,4.0
66511,2.5
916,4.0
68194,3.0
1213,3.5
68472,4.0
1237,4.5
71108,5.0
1945,3.5
73266,3.0
7438,3.0
73587,3.5
31410,4.0
79091,1.5
49902,4.0
81591,1.5
55052,3.5
82463,3.5
74431,4.0
87529,1.0
12,2.5
2454,3.0
519,3.0
3397,3.5
67867,0.5
5693,3.5
296,4.5
6333,4.0
345,2.0
48738,4.5
485,3.0
1704,4.5
529,4.0
3752,2.5
1036,5.0
2950,3.5
1580,4.5
77364,3.5
2012,4.0
79091,4.5
8644,4.0
79702,4.5
58559,4.5
3550,4.0
69122,5.0
4720,4.0
2501,4.0
27671,4.5
60069,4.0
49412,3.0
590,4.5
54286,4.5
4916,4.0
56432,3.5
8885,2.0
74204,4.5
79695,4.0
74789,3.0
88118,4.0
80906,4.0
7146,5.0
81591,4.0
25771,5.0
44,0.5
55069,4.0
58154,3.0
67255,4.0
91658,3.0
73323,2.0
207,4.0
74916,4.0
1185,4.0
77421,2.0
3081,4.0
78116,2.0
3993,3.0
80775,4.0
2076,3.0
80864,2.0
4018,3.5
81018,2.0
4848,3.5
84116,5.0
27846,3.5
84770,2.0
51080,4.0
85319,4.0
54908,3.0
1955,5.0
60599,4.0
2612,4.0
67255,4.5
3186,4.5
69134,3.5
5222,4.0
73808,4.0
8638,3.5
77800,3.5
61132,1.5
78469,4.0
81817,3.0
78574,3.0
89102,4.0
79695,3.0
90439,3.0
79702,3.0
90914,3.5
80862,4.0
19,2.0
84173,3.5
25,3.0
85774,4.5
196,1.0
87192,3.0
231,3.0
88235,4.5
260,4.0
89470,4.0
296,4.0
90471,4.0
364,3.0
277,3.0
420,1.5
70286,1.0
457,3.5
784,3.5
480,3.0
1573,2.0
500,2.0
3408,4.5
522,3.5
6874,3.5
589,3.0
52973,4.0
590,3.0
61024,3.0
765,2.5
7147,4.5
858,5.0
36529,3.5
1198,3.0
53000,1.5
1241,3.5
53519,4.0
1270,3.0
55247,5.0
1333,4.0
60950,4.0
1544,1.5
71282,4.5
1707,1.5
2605,4.5
1917,3.0
1,2.0
2166,3.5
32,4.5
2273,1.5
165,4.5
2279,2.0
223,5.0
2402,2.0
485,0.5
2409,3.0
735,4.0
2950,2.0
741,4.0
3249,3.0
1095,3.5
3253,3.5
1464,3.5
3418,3.5
4011,4.0
3752,2.5
4262,3.5
4011,3.5
6502,4.0
4085,2.5
6755,3.5
4161,2.5
27904,4.0
4848,4.0
41724,3.5
4995,3.0
80463,4.0
6242,3.0
82459,3.5
6300,4.0
2072,2.0
6365,3.0
58293,3.5
6707,2.5
3844,3.0
6934,3.0
6711,4.0
6979,2.5
1343,3.5
7004,3.0
1653,4.0
8783,2.5
2431,3.5
33794,3.5
2959,5.0
34319,1.5
4901,3.5
52724,2.0
6323,3.5
52784,3.5
8533,5.0
54190,2.0
8905,3.0
54787,3.0
53129,5.0
55276,3.0
68237,4.0
56174,3.0
74458,5.0
56367,4.0
81591,5.0
57368,2.5
81847,3.5
57432,2.0
1,5.0
57910,2.0
253,4.5
58559,4.0
364,5.0
65130,3.5
500,3.0
66090,4.0
1127,4.5
68073,3.5
1136,4.5
69689,3.0
1391,4.0
73211,3.0
1476,4.0
73323,3.0
1584,4.5
74228,3.0
2571,4.0
74458,3.0
2683,4.0
85412,2.5
3114,5.0
86882,3.0
3147,5.0
78039,5.0
6874,4.0
57274,3.5
805,3.5
4816,4.0
1513,3.5
2006,3.0
1569,3.5
2699,4.0
5,1.0
661,3.5
24,2.0
914,3.5
608,5.0
1029,3.5
5051,5.0
1061,3.0
6,4.0
3911,4.0
21,3.5
26359,4.5
89,3.5
68237,4.5
111,3.5
77455,4.0
186,3.5
78039,4.0
252,4.0
79073,3.5
360,3.5
16,4.0
380,4.0
104,3.5
434,3.5
110,2.0
444,3.0
1407,5.0
480,4.5
2959,4.0
497,4.0
3785,4.0
515,4.0
4034,4.5
586,3.5
5989,4.0
647,3.5
74458,2.0
691,3.5
145,2.5
719,4.0
163,3.0
736,3.5
507,3.5
743,3.5
805,4.0
780,3.5
1061,4.0
788,3.0
1641,3.5
902,4.0
2058,3.5
909,4.0
2575,2.5
912,3.5
2706,3.0
932,3.5
2797,3.0
937,4.0
2841,3.5
1035,3.5
2973,3.5
1042,4.0
3034,3.0
1084,4.0
3255,3.0
1214,4.0
4002,3.0
1399,3.0
5066,1.5
1400,3.5
5385,2.5
1409,3.5
7346,2.5
1432,3.5
27351,3.5
1461,3.5
27482,2.0
1544,4.0
31427,2.5
1673,2.5
33316,4.0
1923,4.0
41863,3.0
2134,3.5
45672,3.0
2316,3.5
45720,3.5
2366,4.0
47491,3.5
2408,3.0
51709,3.0
2423,3.5
52973,4.0
2427,3.5
52975,3.0
2478,3.5
53956,1.5
2502,3.5
55442,5.0
2529,3.5
55830,2.0
2572,4.0
58803,3.0
2640,4.0
61729,2.0
2786,3.0
65130,3.5
2959,4.5
65216,3.5
2978,4.0
69406,3.0
3004,4.0
69951,3.5
3100,3.5
69995,3.5
3147,4.5
71057,4.0
3253,3.5
72011,3.5
3499,3.5
72226,3.5
3552,3.0
73290,1.0
3614,4.0
73321,4.0
3685,3.5
77561,4.0
3949,3.0
79695,2.5
3987,4.0
81229,3.5
4002,4.5
86057,0.5
4014,4.0
362,4.0
4018,4.0
431,5.0
4023,4.5
493,4.0
4025,4.0
1027,3.5
4084,4.0
2572,2.5
4105,3.5
2605,3.0
4159,3.0
4226,4.5
4263,3.0
6058,3.5
4564,3.5
7361,4.0
4886,4.0
50851,4.0
4890,4.0
55820,4.0
4975,3.5
71252,2.5
4995,4.0
71878,3.0
5377,4.0
81932,4.5
5502,3.5
86190,4.0
5523,2.5
86833,4.0
5945,3.5
87232,4.0
6003,3.5
87869,4.0
6252,3.0
88812,3.0
6579,4.0
89085,4.0
6724,4.0
89087,4.0
6942,4.0
1345,3.0
7004,3.5
2804,4.0
7006,3.5
2997,4.0
7104,3.5
3967,3.0
7162,3.5
153,2.0
7169,3.5
231,2.5
7361,3.0
480,2.0
7450,4.5
500,3.5
8835,4.0
539,3.0
8910,3.5
588,4.0
25962,3.0
592,4.0
31445,3.5
595,5.0
32442,4.0
778,4.0
45728,3.5
923,4.0
47997,3.5
1079,2.0
48598,2.5
1200,3.0
49280,3.5
1263,4.0
50954,3.5
1270,5.0
51931,4.0
1278,2.5
53322,3.5
1304,5.0
53921,3.0
1393,2.0
54276,4.0
1479,2.5
55020,3.0
1527,3.0
56915,4.0
1954,5.0
57509,2.5
2028,5.0
57522,3.0
2193,4.0
58025,3.5
2194,4.5
59103,3.5
2542,2.5
62526,3.5
2858,5.0
63131,3.5
4306,2.5
64032,3.5
4515,5.0
64614,4.0
5010,2.0
64716,4.0
6874,5.0
69406,4.0
7013,5.0
70183,3.5
7438,5.0
72696,4.0
27773,5.0
72731,3.0
34405,4.0
76093,4.5
36529,4.0
61240,4.0
39381,5.0
81537,2.0
45183,3.5
6266,4.5
53519,2.5
58047,5.0
55687,4.0
61071,5.0
57640,2.0
74688,5.0
67255,4.5
69122,3.5
68237,5.0
1,4.0
69481,5.0
74510,4.5
71033,3.5
81591,4.0
2,0.5
87304,4.0
39,3.5
58,3.0
50,5.0
199,4.0
141,2.5
319,4.5
357,3.0
670,4.0
500,2.0
702,5.0
590,1.5
908,4.5
608,5.0
947,4.0
780,1.5
1093,3.5
1035,4.0
1202,4.5
1093,2.5
1348,4.5
1206,4.5
1419,4.5
1259,5.0
2019,5.0
1261,2.5
2351,5.0
1265,4.0
2732,4.0
1270,3.5
2931,5.0
1307,4.0
2935,4.0
1394,4.0
3030,5.0
1573,4.5
3067,5.0
2081,3.0
3093,4.5
2598,3.0
3360,3.5
2692,4.5
3645,4.5
3253,2.5
3741,5.0
3977,3.0
4144,5.0
4022,4.0
4433,5.0
4896,3.5
5135,2.5
5378,0.5
6858,4.5
5418,3.5
7090,1.5
5669,3.5
7126,4.0
6696,3.0
7335,4.5
6711,4.5
7941,3.5
8464,4.0
8253,5.0
38038,4.5
25792,5.0
45722,4.0
41815,4.0
49272,3.5
43899,3.5
54001,4.0
50583,5.0
56805,5.0
50740,5.0
56941,2.5
69757,3.5
2712,3.0
2202,4.0
1,3.5
6830,4.5
356,3.5
25788,4.0
1193,3.5
83096,3.5
54190,4.0
83411,3.5
71745,5.0
83837,3.0
76093,3.5
84230,3.0
87234,5.0
91302,3.5
1909,3.0
413,2.5
55282,4.0
2687,3.5
12,2.0
80463,5.0
355,0.5
63082,3.0
3948,4.0
68954,3.5
4343,2.5
82242,4.0
35836,2.5
86332,4.0
88140,4.0
7153,4.0
1092,5.0
48304,3.5
1263,2.0
58559,5.0
1275,2.0
78499,4.0
2080,2.0
84601,4.0
8477,4.0
110,1.0
85414,4.5
590,0.5
2,4.0
762,2.0
34,4.5
1080,3.5
44,2.0
1084,2.5
70,2.5
1387,3.0
81,4.5
1682,3.0
82,5.0
1954,2.0
151,3.0
1997,3.0
173,2.0
2291,4.0
208,2.5
2997,3.0
256,2.5
3253,3.0
296,5.0
4995,5.0
306,5.0
5618,4.5
315,3.5
27850,3.5
339,4.0
68954,3.5
372,3.0
76093,4.5
454,3.0
80839,4.5
527,5.0
97,5.0
594,4.0
8873,4.0
608,3.0
342,4.0
912,5.0
541,2.0
924,3.5
5991,2.5
1084,4.5
8132,3.5
1094,4.5
39414,3.5
1199,2.5
63033,3.5
1240,4.0
65181,4.0
1242,3.5
67923,4.0
1263,3.0
80906,4.5
1307,4.5
81782,4.5
1343,3.5
84374,3.0
1391,2.5
87079,4.5
1544,3.0
87232,4.0
1653,3.5
88125,4.0
1923,4.5
90405,4.0
1961,4.5
153,4.5
2115,3.0
1206,5.0
2291,4.0
1961,3.5
2712,3.5
2916,3.0
2716,4.0
2997,4.0
2791,3.0
4306,3.0
2807,0.5
4886,4.5
3062,4.0
81591,5.0
3101,3.5
86882,4.0
3134,3.0
16,5.0
3176,4.0
428,5.0
3462,4.0
431,4.0
4246,4.0
1194,3.5
4896,4.5
1201,5.0
5147,5.0
1206,5.0
5377,4.0
2951,5.0
5607,4.5
3681,5.0
5669,4.5
4011,5.0
5952,3.0
4226,4.0
5989,4.5
4262,5.0
6377,4.0
5956,4.0
6537,2.5
6016,5.0
7139,4.0
6193,4.0
8949,5.0
7004,2.5
30749,4.5
7254,3.0
30793,4.0
27922,0.5
33660,4.5
33166,4.0
36529,4.0
42718,4.0
42015,3.0
50794,4.5
46578,5.0
62849,5.0
48516,3.5
80489,4.0
56171,2.5
81845,4.5
60074,3.0
3911,5.0
64614,4.0
2633,2.5
68157,3.5
69481,3.5
69526,2.0
81834,3.5
73017,3.0
343,4.0
81819,3.0
58559,5.0
81834,4.0
86833,5.0
62849,3.5
527,4.0
64839,4.0
531,0.5
4297,5.0
616,0.5
5840,5.0
923,1.0
7265,5.0
968,2.0
11,4.0
1240,3.5
1371,3.5
1374,4.0
1917,3.5
1461,1.5
2141,3.5
1722,5.0
2302,2.5
2019,1.5
2355,4.0
2470,2.0
4022,3.5
2501,1.5
4732,3.0
2761,1.0
7161,3.0
3100,1.0
74789,2.5
3717,5.0
231,4.0
4387,3.0
260,5.0
4643,2.5
364,4.5
5621,3.0
440,3.5
5816,3.5
608,4.5
5944,3.5
736,3.0
6378,4.0
919,4.5
6764,4.0
1278,4.0
6979,3.0
1584,3.5
7153,5.0
2012,4.5
7438,4.5
2355,3.0
8665,4.5
2398,5.0
27801,3.0
2496,3.5
31696,4.5
2710,2.5
34150,3.0
2716,4.5
34162,3.0
2987,1.5
37380,3.5
3147,4.0
40278,1.0
3175,3.5
45499,4.0
4370,3.5
47610,3.0
5378,2.0
48516,5.0
5445,4.5
51077,3.5
59784,4.5
53322,4.0
5410,2.5
54286,4.5
7439,2.5
54997,4.0
60471,2.5
59315,5.0
73929,1.5
59501,4.0
75395,2.0
